Id,SalePrice
1714,231922.86
1715,217316.64
1716,182012.61
1717,173911.83
1718,153653.77
1719,226750.92
1720,222207.42
1721,154139.62
1722,128874.82
1723,157513.42
1724,213111.8
1725,238246.56
1726,190864.42
1727,145048.83
1728,169079.42
1729,171899.52
1730,146092.27
1731,117553.195
1732,130972.484
1733,110954.164
1734,120029.41
1735,115462.516
1736,107208.82
1737,289030.75
1738,269637.47
1739,259469.19
1740,215848.33
1741,197101.36
1742,188151.05
1743,181454.11
1744,349692.03
1745,240248.92
1746,194916.52
1747,214946.17
1748,237795.52
1749,152065.33
1750,129474.125
1751,231494.36
1752,115533.42
1753,156194.39
1754,200453.86
1755,171510.89
1756,143108.36
1757,117882.086
1758,150419.14
1759,166807.61
1760,175365.22
1761,155119.73
1762,189713.61
1763,192901.3
1764,117176.48
1765,173635.89
1766,197074.69
1767,236389.42
1768,150108.08
1769,160882.92
1770,154781.44
1771,136912.67
1772,127560.09
1773,110794.78
1774,159700.2
1775,142709.95
1776,123047.12
1777,107908.49
1778,154640.8
1779,124128.34
1780,175087.42
1781,129799.234
1782,78289.57
1783,157617.45
1784,113425.6
1785,149831.61
1786,181833.39
1787,161969.3
1788,61335.348
1789,104396.82
1790,82258.62
1791,205951.6
1792,170918.66
1793,147744.53
1794,168210.0
1795,133929.67
1796,135871.83
1797,114798.695
1798,136881.7
1799,104128.06
1800,137523.33
1801,132493.33
1802,130493.11
1803,156679.56
1804,141241.14
1805,136764.22
1806,132309.44
1807,154439.92
1808,129414.8
1809,141952.06
1810,147565.98
1811,117676.77
1812,118913.66
1813,136118.94
1814,85834.65
1815,49728.13
1816,106272.305
1817,115807.63
1818,186700.86
1819,152367.08
1820,41121.63
1821,133452.67
1822,165232.08
1823,1956.7644
1824,148767.95
1825,160272.2
1826,112537.445
1827,114547.664
1828,147119.47
1829,126951.02
1830,161549.89
1831,165609.39
1832,51627.215
1833,164028.98
1834,133005.05
1835,150109.62
1836,136973.58
1837,101081.12
1838,130657.53
1839,103640.22
1840,162601.39
1841,136327.61
1842,69379.47
1843,135258.14
1844,144040.98
1845,153713.53
1846,163627.06
1847,177556.94
1848,33493.33
1849,112083.68
1850,106993.85
1851,141143.94
1852,105440.516
1853,119513.484
1854,169812.1
1855,155856.67
1856,226667.52
1857,147459.36
1858,149084.08
1859,113709.055
1860,157234.89
1861,113791.18
1862,306375.4
1863,296096.4
1864,296118.56
1865,367808.6
1866,351986.72
1867,208175.02
1868,283530.0
1869,205164.3
1870,218685.92
1871,259633.53
1872,166660.94
1873,236104.67
1874,153577.05
1875,196744.34
1876,206215.11
1877,213243.11
1878,209148.7
1879,141656.17
1880,137191.08
1881,243246.58
1882,236234.95
1883,182422.77
1884,202366.78
1885,230212.23
1886,282472.97
1887,216983.45
1888,257633.55
1889,168654.42
1890,101150.52
1891,93822.695
1892,90694.99
1893,127531.14
1894,123533.73
1895,130609.586
1896,115135.23
1897,109708.586
1898,112656.09
1899,176514.83
1900,169590.53
1901,189859.92
1902,183318.61
1903,215031.23
1904,174019.78
1905,206681.19
1906,132289.58
1907,226636.7
1908,116827.85
1909,143384.89
1910,127121.24
1911,234885.81
1912,324120.5
1913,168464.56
1914,47111.703
1915,341474.53
1916,45206.23
1917,230366.45
1918,142954.14
1919,173012.89
1920,162416.42
1921,396676.0
1922,338204.34
1923,236253.45
1924,229369.42
1925,194522.8
1926,384115.6
1927,133436.05
1928,174076.48
1929,128860.35
1930,124222.35
1931,139250.3
1932,132501.83
1933,204893.27
1934,186732.39
1935,181018.45
1936,207892.52
1937,175891.7
1938,170983.56
1939,257126.8
1940,203072.19
1941,172072.08
1942,176251.73
1943,232322.8
1944,378620.1
1945,407362.0
1946,139532.95
1947,323564.4
1948,182144.2
1949,266284.12
1950,196763.39
1951,242972.81
1952,212166.95
1953,175500.89
1954,185137.11
1955,141925.7
1956,271832.56
1957,159341.39
1958,257618.53
1959,143005.52
1960,101155.82
1961,116419.36
1962,101026.01
1963,114934.13
1964,108796.98
1965,141166.95
1966,145906.98
1967,310193.22
1968,424116.47
1969,396352.28
1970,400263.94
1971,458544.5
1972,370106.56
1973,301856.84
1974,351979.1
1975,443916.25
1976,277058.16
1977,359360.4
1978,344009.9
1979,321285.94
1980,222580.72
1981,358856.16
1982,216563.67
1983,201797.45
1984,191844.58
1985,241208.25
1986,220095.92
1987,213525.34
1988,170901.3
1989,193294.86
1990,212272.62
1991,233686.06
1992,222792.33
1993,164774.98
1994,236607.56
1995,186914.8
1996,262653.84
1997,324482.47
1998,317532.72
1999,301634.53
2000,306636.72
2001,273836.84
2002,261889.77
2003,259803.98
2004,281884.06
2005,229776.23
2006,225907.45
2007,245256.28
2008,229013.47
2009,213071.97
2010,197814.48
2011,144807.83
2012,177032.11
2013,187834.23
2014,194293.64
2015,218091.67
2016,201898.67
2017,200509.2
2018,102224.08
2019,138221.42
2020,95632.375
2021,73804.65
2022,195064.58
2023,141637.86
2024,287837.4
2025,356114.5
2026,169623.1
2027,160488.05
2028,150652.06
2029,180648.86
2030,267770.78
2031,244761.98
2032,263278.8
2033,258952.89
2034,180140.55
2035,237195.77
2036,199412.14
2037,205308.75
2038,331627.53
2039,229012.12
2040,299852.12
2041,326759.94
2042,214485.2
2043,186098.81
2044,183245.3
2045,197986.88
2046,149232.69
2047,142726.58
2048,139850.9
2049,136533.95
2050,157226.2
2051,101447.35
2052,115653.414
2053,150560.95
2054,77035.52
2055,180877.08
2056,145242.64
2057,106493.62
2058,221384.33
2059,129399.93
2060,196529.16
2061,180607.03
2062,129756.85
2063,119247.086
2064,137274.34
2065,106405.1
2066,168402.8
2067,108635.02
2068,153845.03
2069,79736.88
2070,110594.98
2071,96518.66
2072,150104.83
2073,121915.69
2074,174244.39
2075,169456.77
2076,110929.21
2077,172975.45
2078,137559.14
2079,132704.7
2080,111620.87
2081,128214.23
2082,136239.23
2083,164212.67
2084,105680.59
2085,110657.76
2086,108129.52
2087,132578.0
2088,115333.61
2089,72905.945
2090,127990.49
2091,132255.73
2092,146649.48
2093,161604.94
2094,125844.26
2095,154878.45
2096,69295.305
2097,97043.164
2098,158060.64
2099,31967.201
2100,59827.848
2101,111931.53
2102,119259.49
2103,107142.14
2104,136414.7
2105,148664.52
2106,42813.598
2107,201798.58
2108,113442.47
2109,117651.18
2110,145466.86
2111,154123.94
2112,142250.64
2113,121229.195
2114,116012.73
2115,170980.14
2116,139185.53
2117,159660.95
2118,123875.0
2119,118135.195
2120,109676.945
2121,96407.77
2122,127507.664
2123,85679.46
2124,172987.39
2125,134428.83
2126,164874.55
2127,191273.8
2128,136405.58
2129,70918.28
2130,129000.836
2131,152329.92
2132,133792.4
2133,127313.87
2134,127139.32
2135,96796.25
2136,86277.01
2137,111687.68
2138,137303.06
2139,154218.8
2140,147266.7
2141,168180.56
2142,136657.98
2143,155034.12
2144,158676.72
2145,150324.3
2146,190012.2
2147,127387.01
2148,127111.67
2149,136205.88
2150,217230.6
2151,115967.45
2152,179067.92
2153,179695.11
2154,115217.266
2155,136795.33
2156,285482.8
2157,238221.98
2158,244088.86
2159,217675.05
2160,179123.48
2161,225464.48
2162,372614.2
2163,351077.97
2164,251663.16
2165,189476.77
2166,161317.86
2167,226327.1
2168,196194.14
2169,200844.53
2170,215527.86
2171,163588.64
2172,132696.0
2173,191257.92
2174,224144.3
2175,272801.0
2176,305525.62
2177,240913.69
2178,206878.3
2179,140345.95
2180,228565.08
2181,202544.95
2182,223052.67
2183,188491.72
2184,112009.695
2185,129580.68
2186,156252.86
2187,144664.47
2188,146888.14
2189,310686.53
2190,87845.62
2191,71502.68
2192,82626.15
2193,142292.1
2194,95756.86
2195,112563.9
2196,98003.73
2197,122296.9
2198,179216.64
2199,182547.23
2200,152438.94
2201,149518.7
2202,197354.22
2203,135765.86
2204,206203.28
2205,141132.05
2206,163196.08
2207,243112.86
2208,248217.55
2209,253775.23
2210,129641.64
2211,124454.6
2212,124799.77
2213,108001.08
2214,155214.67
2215,108096.26
2216,171853.67
2217,45247.605
2218,77908.375
2219,50062.785
2220,34335.098
2221,342525.47
2222,303635.22
2223,292051.44
2224,207870.11
2225,121306.914
2226,194355.17
2227,188514.11
2228,279992.56
2229,236195.17
2230,162608.45
2231,210259.94
2232,180144.89
2233,182368.48
2234,240348.8
2235,237120.08
2236,242052.58
2237,297489.78
2238,207237.53
2239,118642.086
2240,157730.0
2241,144551.03
2242,128609.49
2243,122869.68
2244,116285.46
2245,127175.43
2246,136931.98
2247,133812.05
2248,131482.45
2249,120725.15
2250,125237.11
2251,114613.195
2252,196012.9
2253,167238.84
2254,192594.64
2255,188105.27
2256,169587.42
2257,213825.95
2258,154078.75
2259,177858.12
2260,155313.08
2261,209246.56
2262,231388.47
2263,389521.4
2264,440837.72
2265,174894.81
2266,320227.78
2267,377305.25
2268,455087.22
2269,141682.17
2270,188398.69
2271,221957.86
2272,184094.95
2273,158605.2
2274,191810.92
2275,172917.98
2276,202030.86
2277,179000.45
2278,161575.56
2279,150207.25
2280,108709.77
2281,150066.08
2282,167532.83
2283,113548.76
2284,130882.17
2285,152557.75
2286,124842.664
2287,388223.28
2288,290550.53
2289,352201.97
2290,439460.66
2291,351795.72
2292,422889.0
2293,469874.66
2294,402265.0
2295,448493.38
2296,274944.03
2297,387488.12
2298,374570.84
2299,364054.28
2300,336446.5
2301,329391.66
2302,267112.4
2303,250452.2
2304,255054.8
2305,214221.3
2306,209137.38
2307,211028.02
2308,206371.03
2309,314163.94
2310,207683.89
2311,217901.02
2312,179874.3
2313,172630.05
2314,194441.14
2315,178431.45
2316,198357.52
2317,193301.62
2318,189471.98
2319,193454.14
2320,186196.44
2321,247150.64
2322,200057.98
2323,206026.11
2324,188598.12
2325,202872.86
2326,172362.45
2327,206010.3
2328,223888.42
2329,192643.19
2330,184649.2
2331,324289.66
2332,381943.1
2333,315015.03
2334,276146.25
2335,300559.12
2336,315215.78
2337,203661.55
2338,259951.52
2339,231764.67
2340,396942.06
2341,207370.98
2342,242795.84
2343,233579.03
2344,233691.64
2345,239650.67
2346,220186.39
2347,210750.47
2348,250640.64
2349,206878.52
2350,319895.97
2351,290813.84
2352,245069.05
2353,266110.44
2354,162637.23
2355,156245.45
2356,154669.23
2357,194582.4
2358,207926.52
2359,126876.24
2360,115490.74
2361,148961.17
2362,264617.1
2363,140287.92
2364,152672.56
2365,207082.7
2366,192834.28
2367,213961.89
2368,217303.55
2369,201224.89
2370,170799.17
2371,176298.44
2372,191267.94
2373,277571.72
2374,328665.16
2375,240677.84
2376,296880.47
2377,336508.97
2378,133010.2
2379,230045.45
2380,142181.08
2381,181453.92
2382,203705.08
2383,198708.02
2384,238448.08
2385,157701.81
2386,135366.72
2387,138243.77
2388,97584.77
2389,108706.58
2390,124681.87
2391,152554.05
2392,109772.35
2393,153470.61
2394,155600.02
2395,220747.92
2396,137168.62
2397,228968.92
2398,125340.96
2399,93850.21
2400,61123.617
2401,133283.77
2402,145449.62
2403,146146.02
2404,149800.62
2405,167046.7
2406,150765.7
2407,127366.414
2408,133591.92
2409,111188.98
2410,175000.1
2411,112683.99
2412,159820.27
2413,125441.85
2414,183112.17
2415,143030.23
2416,125197.945
2417,134288.47
2418,133936.05
2419,123761.01
2420,119840.5
2421,142167.36
2422,104384.85
2423,133439.22
2424,170392.38
2425,258525.17
2426,151415.52
2427,134655.2
2428,193970.08
2429,99518.92
2430,133601.61
2431,110754.086
2432,163796.23
2433,161303.11
2434,156132.64
2435,175785.0
2436,109364.055
2437,98348.79
2438,123627.15
2439,103729.96
2440,131851.95
2441,87198.65
2442,99794.25
2443,136685.11
2444,153039.7
2445,91268.695
2446,141902.33
2447,187291.83
2448,120892.01
2449,123168.88
2450,158626.97
2451,136062.83
2452,207043.92
2453,92293.04
2454,135342.78
2455,135114.92
2456,152256.92
2457,125463.4
2458,130873.77
2459,107521.76
2460,150630.25
2461,131760.08
2462,140695.6
2463,137147.61
2464,195979.67
2465,124246.414
2466,125785.0
2467,110401.74
2468,107020.75
2469,100903.99
2470,213904.11
2471,220784.94
2472,187495.05
2473,122043.07
2474,84436.055
2475,218604.78
2476,124579.57
2477,129693.08
2478,167143.61
2479,97371.26
2480,164841.17
2481,124984.08
2482,116671.26
2483,109091.77
2484,131529.77
2485,124236.91
2486,176620.48
2487,213739.39
2488,169050.4
2489,164250.7
2490,134692.92
2491,79363.04
2492,181936.64
2493,142321.92
2494,140829.06
2495,77357.4
2496,233305.64
2497,159071.22
2498,117170.72
2499,66625.445
2500,121430.65
2501,132908.89
2502,150024.48
2503,109675.945
2504,185296.61
2505,204919.73
2506,241059.47
2507,260200.83
2508,238574.5
2509,216410.72
2510,208363.42
2511,176494.67
2512,216615.5
2513,222066.02
2514,261613.48
2515,163285.39
2516,174466.42
2517,152583.78
2518,157470.95
2519,240927.77
2520,225956.23
2521,186600.48
2522,223846.95
2523,117053.12
2524,143249.83
2525,164607.8
2526,145507.77
2527,111304.305
2528,132494.27
2529,154861.08
2530,128856.875
2531,262286.97
2532,221844.31
2533,200874.83
2534,231913.14
2535,279549.1
2536,238218.77
2537,255250.27
2538,182384.7
2539,186347.36
2540,175876.8
2541,175468.95
2542,165619.7
2543,116303.6
2544,114849.586
2545,131356.52
2546,120690.01
2547,146550.08
2548,155609.92
2549,156191.81
2550,676086.1
2551,135375.34
2552,133177.06
2553,56818.785
2554,77849.52
2555,108629.73
2556,98550.586
2557,111902.57
2558,207247.8
2559,163137.1
2560,169187.56
2561,159672.2
2562,134778.58
2563,161976.88
2564,203353.23
2565,171569.8
2566,171762.84
2567,158987.66
2568,210032.23
2569,209578.47
2570,126315.445
2571,203541.61
2572,168293.42
2573,212252.33
2574,244876.27
2575,138011.11
2576,171193.73
2577,175799.31
2578,78071.73
2579,32871.14
2580,108155.62
2581,109596.19
2582,111960.055
2583,276370.97
2584,190573.48
2585,187152.77
2586,217004.05
2587,198310.08
2588,147464.48
2589,149383.02
2590,193267.17
2591,238726.89
2592,210048.98
2593,238385.8
2594,174777.39
2595,216699.66
2596,285035.78
2597,197569.58
2598,277638.97
2599,380760.88
2600,161437.23
2601,135832.23
2602,72117.21
2603,103269.67
2604,96437.375
2605,72463.52
2606,156347.42
2607,222282.02
2608,196646.7
2609,154983.05
2610,113492.31
2611,138426.19
2612,163347.45
2613,124635.84
2614,114052.875
2615,170246.55
2616,148931.53
2617,209315.92
2618,211756.33
2619,207975.52
2620,193190.62
2621,178945.61
2622,185839.84
2623,229361.7
2624,278913.4
2625,285073.34
2626,178655.11
2627,173841.88
2628,451581.06
2629,489566.47
2630,364921.9
2631,455136.84
2632,399255.66
2633,313075.28
2634,424279.75
2635,147130.89
2636,182539.0
2637,210379.3
2638,289855.66
2639,202915.33
2640,161455.8
2641,92237.63
2642,176128.58
2643,109688.49
2644,120189.305
2645,111546.27
2646,97941.164
2647,112604.836
2648,160669.16
2649,159465.58
2650,137744.27
2651,142665.45
2652,383617.4
2653,253030.6
2654,276146.28
2655,422389.34
2656,319272.9
2657,371159.66
2658,314583.28
2659,320215.34
2660,360469.4
2661,371444.66
2662,390279.34
2663,282911.47
2664,308618.16
2665,331468.75
2666,295847.53
2667,178794.95
2668,187540.53
2669,186142.23
2670,263996.2
2671,187562.58
2672,200801.61
2673,212840.98
2674,209406.62
2675,193120.45
2676,184586.0
2677,205419.45
2678,238669.48
2679,290214.3
2680,296708.6
2681,396285.6
2682,326367.97
2683,473514.3
2684,316704.78
2685,316861.94
2686,257701.39
2687,299971.66
2688,220029.23
2689,218363.55
2690,391926.4
2691,208457.52
2692,166641.58
2693,204872.27
2694,147190.06
2695,202277.64
2696,190291.89
2697,197460.23
2698,230296.17
2699,177233.89
2700,149956.2
2701,140739.4
2702,101313.99
2703,122405.445
2704,148155.14
2705,109868.25
2706,96939.79
2707,109695.12
2708,134046.4
2709,120122.586
2710,132992.98
2711,270853.6
2712,388895.16
2713,162677.17
2714,148938.77
2715,189238.92
2716,143352.2
2717,199057.45
2718,206614.28
2719,151220.36
2720,183621.14
2721,132122.11
2722,174625.58
2723,141783.17
2724,131315.11
2725,128788.125
2726,158220.77
2727,189726.6
2728,170540.06
2729,150483.52
2730,154624.64
2731,136909.45
2732,147742.83
2733,175892.53
2734,153572.64
2735,149546.92
2736,141866.56
2737,128731.984
2738,132414.17
2739,147622.48
2740,140126.83
2741,157375.11
2742,143620.05
2743,165536.66
2744,169007.3
2745,145577.28
2746,149637.7
2747,149046.2
2748,118611.51
2749,132725.0
2750,117744.39
2751,140259.52
2752,176521.27
2753,149552.2
2754,255052.67
2755,139547.36
2756,103724.734
2757,65365.133
2758,94844.34
2759,172269.48
2760,131709.14
2761,144391.45
2762,145667.58
2763,195866.05
2764,146466.52
2765,278548.1
2766,118971.71
2767,96751.14
2768,149390.75
2769,157387.2
2770,136591.36
2771,100817.79
2772,118523.11
2773,177953.14
2774,162743.45
2775,123717.84
2776,154726.7
2777,163661.23
2778,118451.7
2779,127133.49
2780,107675.4
2781,92519.195
2782,103729.13
2783,123975.11
2784,118649.47
2785,148448.95
2786,44171.59
2787,119173.88
2788,67222.54
2789,171355.14
2790,100713.15
2791,107278.73
2792,56051.68
2793,147574.84
2794,70016.836
2795,133408.89
2796,98033.35
2797,243409.16
2798,134120.36
2799,118187.68
2800,62293.39
2801,111799.61
2802,142548.98
2803,183392.05
2804,120159.97
2805,91938.74
2806,68548.4
2807,163348.08
2808,152519.17
2809,130644.71
2810,125802.086
2811,165558.27
2812,188646.67
2813,155642.67
2814,163287.38
2815,128952.02
2816,197673.14
2817,144925.16
2818,137298.31
2819,186984.19
2820,133584.23
2821,119131.266
2822,172013.64
2823,327310.03
2824,197577.22
2825,163442.27
2826,144281.8
2827,129675.93
2828,252958.27
2829,215214.83
2830,238094.17
2831,176418.08
2832,245620.53
2833,316141.0
2834,227485.64
2835,224706.53
2836,193908.67
2837,164481.4
2838,147427.28
2839,169912.23
2840,209719.77
2841,203863.81
2842,224069.61
2843,156700.44
2844,169683.4
2845,125853.13
2846,210672.73
2847,222309.47
2848,211071.31
2849,204652.14
2850,263014.22
2851,206545.67
2852,232934.27
2853,226270.39
2854,137060.38
2855,206713.75
2856,199787.14
2857,189469.45
2858,208233.39
2859,92250.87
2860,163696.33
2861,131807.1
2862,189262.83
2863,137533.8
2864,256092.36
2865,134588.98
2866,139539.5
2867,83405.56
2868,108916.79
2869,113934.18
2870,100263.21
2871,83001.24
2872,29994.69
2873,103437.125
2874,156951.05
2875,120470.79
2876,168692.3
2877,165612.97
2878,155675.81
2879,155775.39
2880,110945.695
2881,149498.98
2882,205314.9
2883,211247.48
2884,185855.36
2885,183511.2
2886,244359.84
2887,117642.74
2888,150986.39
2889,40238.7
2890,79122.91
2891,154564.73
2892,2112.991
2893,74332.98
2894,28829.053
2895,333473.9
2896,287036.34
2897,214514.34
2898,138554.88
2899,208264.92
2900,168499.8
2901,203077.22
2902,166207.33
2903,299636.72
2904,347952.28
2905,75323.74
2906,210266.23
2907,115134.336
2908,120362.67
2909,131345.14
2910,81083.14
2911,72155.914
2912,158934.11
2913,65181.52
2914,74888.266
2915,86512.93
2916,69749.26
2917,183518.64
2918,125555.77
2919,225581.23
